active,additionalInfoLink,archiveDate,archiveType,award,baseType,classificationCode,description,fullParentPathCode,fullParentPathName,links,naicsCode,naicsCodes,noticeId,officeAddress.city,officeAddress.countryCode,officeAddress.state,officeAddress.zipcode,organizationType,placeOfPerformance,placeOfPerformance.city.code,placeOfPerformance.city.name,placeOfPerformance.country.code,placeOfPerformance.country.name,placeOfPerformance.state.code,placeOfPerformance.state.name,placeOfPerformance.streetAddress,placeOfPerformance.streetAddress2,placeOfPerformance.zip,pointOfContact,postedDate,resourceLinks,responseDeadLine,solicitationNumber,title,type,typeOfSetAside,typeOfSetAsideDescription,uiLink
Yes,,2025-07-15,auto15,,Solicitation,Y1QA,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=63c7032ff9024cdeb8187be6ee23f29f,014.1443.140P43,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.NER SERVICES MABO (43000)","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=63c7032ff9024cdeb8187be6ee23f29f&limit=1'}]",236220,['236220'],63c7032ff9024cdeb8187be6ee23f29f,BOSTON,USA,MA,02108,OFFICE,,,,,,,,,,,"[{'fax': '(760) 9344780', 'type': 'primary', 'email': 'Jason_Albright@nps.gov', 'phone': '6175196145', 'title': None, 'fullName': 'Albright, Jason'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/086c2447c49f476f8904b33c72c7b730/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/20a6005a56da48a886423578a8cc06b1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3b15c6537a2e43d49e91dfb63bda517d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4e36da2edf3746ea8b854dc1471d05e4/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4e37085b167b4d02a9c27f6a6165cf5f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7e3ab8251f7a4da2aa6732e503f7be33/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/95686698b88843b39e88dc2c82c134db/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a43713a908764e6fa3a10c6c044f59ce/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b37a5872648044c987569026f6e9679f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bb474bae2c01484a8da9078af0b72b70/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/be8efc8a6dd44a6c939d515f9cbf272f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c66b8604afb449c5a560e64d183de792/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/df647776b963492286bcb80d4bb9089e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ebc8722236aa48eebf1c14a143c34310/download']",2025-06-30T12:00:00-04:00,140P4325R0004,Y--Saint Gaudens National Historical Park - REPAIR FO,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/63c7032ff9024cdeb8187be6ee23f29f/view
Yes,,2025-07-18,auto15,,Solicitation,8470,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=5dc940b201534f6d8dc8be7714bf1292,017.1700.NAVSEA.NAVSEA WARFARE CTR.N61331,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NAVAL SURFACE WARFARE CENTER,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=5dc940b201534f6d8dc8be7714bf1292&limit=1'}]",314999,['314999'],5dc940b201534f6d8dc8be7714bf1292,PANAMA CITY BEACH,USA,FL,32407-7001,OFFICE,,54700,Panama City,USA,UNITED STATES,FL,Florida,,,,"[{'fax': '', 'type': 'primary', 'email': 'morgan.d.simo.civ@us.navy.mil', 'phone': '8506250862', 'title': None, 'fullName': 'Morgan Simo'}, {'fax': '', 'type': 'secondary', 'email': 'frances.j.negron.civ@us.navy.mil', 'phone': '8508904143', 'title': None, 'fullName': 'Frances J. Negrón'}]",2025-06-13,,2025-07-03T16:00:00-05:00,N61331-25-R-0008,Total Small Business Set Aside-Naval Security Forces Tactical Vest (NTV): Type I and II Variants,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/5dc940b201534f6d8dc8be7714bf1292/view
Yes,,2025-07-04,auto15,,Solicitation,7B21,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=5c600df01eb9496eb58a0beacb12b0ec,070.7022.70FPR6,"HOMELAND SECURITY, DEPARTMENT OF.FEDERAL EMERGENCY MANAGEMENT AGENCY.REGION 6","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=5c600df01eb9496eb58a0beacb12b0ec&limit=1'}]",541519,['541519'],5c600df01eb9496eb58a0beacb12b0ec,Denton,USA,TX,76209,OFFICE,,,,USA,UNITED STATES,TX,Texas,,,76209,"[{'fax': 'Undisclosed', 'type': 'primary', 'email': 'destiny.dyson@fema.dhs.gov', 'phone': 'Undisclosed (not accepting phone calls during the solicitation period)', 'title': None, 'fullName': 'Destiny Dyson'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1966a38ba6274c94bdf547984bcb287b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3beefb3547be4029960ece1fff1ead1c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b83b8f3826cd4e1fb02cdccd0d68ae33/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c5551db86ada4b989d2fc272d2d289a9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d6101078321f4f2990cd1d3fadd5bf06/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/eea1c2c6313e48249b0a0f6071fc5967/download']",2025-06-19T12:00:00-05:00,70FBR625Q00000024,FEMA Region VI: IT Lifecycle Equipment Refresh - Mitigation,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/5c600df01eb9496eb58a0beacb12b0ec/view
Yes,,2025-07-03,auto15,,Solicitation,5945,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=590f43e10e0740e49a69e705e6564839,097.97AS.DLA MARITIME.DLA MARITIME SHIPYDS.SPMYM4,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME SHIPYARDS.DLA MARITIME - PEARL HARBOR,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=590f43e10e0740e49a69e705e6564839&limit=1'}]",335314,['335314'],590f43e10e0740e49a69e705e6564839,PEARL HARBOR,USA,HI,96860-5033,OFFICE,,,,USA,UNITED STATES,,,,,,"[{'fax': '', 'type': 'primary', 'email': 'AMANDA.N.RAGSDALE.CIV@US.NAVY.MIL', 'phone': '80847380005505', 'title': None, 'fullName': 'AMANDA RAGSDALE'}]",2025-06-13,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0f17e4a7f0244fde8d977b6975ce7893/download'],2025-06-18T12:00:00-10:00,SPMYM4-25-Q-0568,LIMIT SWITCH,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/590f43e10e0740e49a69e705e6564839/view
Yes,,2025-07-12,auto15,,Solicitation,J043,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=50a4ce1dce19467481b0d64cf60d526a,070.7008.70Z027,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.BASE PORTSMOUTH(00027)","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=50a4ce1dce19467481b0d64cf60d526a&limit=1'}]",811310,['811310'],50a4ce1dce19467481b0d64cf60d526a,PORTSMOUTH,USA,VA,23704,OFFICE,,64000,Portsmouth,USA,UNITED STATES,VA,Virginia,,,23703,"[{'fax': '', 'type': 'primary', 'email': 'Keasha.M.Colvin@uscg.mil', 'phone': '7572952227', 'title': None, 'fullName': 'Keasha Colvin'}, {'fax': None, 'type': 'secondary', 'email': 'Donald.J.Cummings@uscg.mil', 'phone': None, 'title': None, 'fullName': 'Donald Cummings'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5591d524375445e688270ea3ddfe047d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6a80ac132ca948d8b2cc191c30c5af9e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a853c9e9922a4d709eea0e6eee4b0569/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ff7cc8ebeb884a9cb9916ed5afc15ce4/download']",2025-06-27T10:00:00-04:00,31040Q250000099,Inspection and Repairs to Boilers and Unfired Pressure Vessels,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/50a4ce1dce19467481b0d64cf60d526a/view
Yes,,2026-06-13,autocustom,,Solicitation,Z1FZ,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=4c9482e8312d47a3a5a89c296a23da67,021.2100.AMC.ACC.ACC-CTRS.ACC-NJ.W15QKN,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-NJ.W6QK ACC-PICA,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=4c9482e8312d47a3a5a89c296a23da67&limit=1'}]",236220,['236220'],4c9482e8312d47a3a5a89c296a23da67,PICATINNY ARSENAL,USA,NJ,07806-5000,OFFICE,,,,,,,,"209 Balsam Lane, White River Junction, VT 06001",,06001,"[{'fax': None, 'type': 'primary', 'email': 'jonathan.p.krakower.civ@army.mil', 'phone': '6095622576', 'title': None, 'fullName': 'Jonathan Krakower'}, {'fax': None, 'type': 'secondary', 'email': 'rita.m.heyboer.civ@army.mil', 'phone': '6095627357', 'title': None, 'fullName': 'Rita Heyboer'}]",2025-06-13,,2025-06-24T11:00:00-04:00,W15QKN25QA169,Replace Gutters,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/4c9482e8312d47a3a5a89c296a23da67/view
Yes,,2025-07-24,auto15,,Solicitation,Z2KA,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=4a56af4ff5734d76855696fc5d01b42e,021.2100.USACE.NWD.W912EF,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.US ARMY ENGINEER DISTRICT WALLA WAL,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=4a56af4ff5734d76855696fc5d01b42e&limit=1'}]",237990,['237990'],4a56af4ff5734d76855696fc5d01b42e,WALLA WALLA,USA,WA,99362-1876,OFFICE,,55120,Pomeroy,USA,UNITED STATES,WA,Washington,,,99347,"[{'fax': '', 'type': 'primary', 'email': 'Preston.E.Jones@usace.army.mil', 'phone': '5095277206', 'title': None, 'fullName': 'Preston Jones'}, {'fax': '', 'type': 'secondary', 'email': 'cynthia.h.jacobsen@usace.army.mil', 'phone': '5095277214', 'title': None, 'fullName': 'Cynthia Jacobsen'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/04cd4ff1cf1a4ad39b3d39ea2e0103c5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1402ec6f98d040edbbf89f73ba580323/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1b8017f889bf4357b5aafbccff22857c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2d4ce989eb4c4ddb82be14c224bfbb4b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3f2e52f7b178425daccae3399ae14778/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/456048ce320f455faf0f1ac773b5e582/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/49ec51cdd2fc4feeb75c8cc1f09db15e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5374ff4ea8704c4aba915de159d677c7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/54d46ce9def644f3a5a0ed3988743f22/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/57ad4887f9e04294973d7596d3c8bf53/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/62f2858d84b445f5b0a0e6558c4a1324/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6401a4024ca44904bc82812d5f06a909/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/82d2aac07fa14c38a4fe296e7fd55354/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9722f3100c7446d6a20fba2e34cd3180/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b2cd6721142f408699d17314dcc4de6e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d66ef0f69a344bf3a1f0825909728080/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dd7d0d8bbe274c5bb8b10e818ebb8ac8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f6bd73e4cec74408b4421afe70e68581/download']",2025-07-09T17:00:00-07:00,W912EF25RA010,Lower Granite Dam Turbine Intake Gate Hydraulic System Upgrades,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/4a56af4ff5734d76855696fc5d01b42e/view
Yes,,2025-07-10,auto15,,Solicitation,6640,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=49ae98c063a94910bdbe0d43e2f0f5b2,057.5700.USAFA.FA7000,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.U.S. AIR FORCE ACADEMY.FA7000  10 CONS LGC,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=49ae98c063a94910bdbe0d43e2f0f5b2&limit=1'}]",334516,['334516'],49ae98c063a94910bdbe0d43e2f0f5b2,USAF ACADEMY,USA,CO,80840-2303,OFFICE,,CO-03,USAF Academy,USA,UNITED STATES,CO,Colorado,,,80840,"[{'fax': '', 'type': 'primary', 'email': 'brianna.morphis@us.af.mil', 'phone': '', 'title': None, 'fullName': 'Brianna Morphis'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1aefd76afc2443f099387052df2035f0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/86112679f3ef4719a1fe9b9c01fa662e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ca52ad9fa0aa4b2b99845aa8823f0b8a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d449caab926d4ab182f544196b0fd609/download']",2025-06-25T14:00:00-06:00,MWIR,Mid Wave Infrared Camera System,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/49ae98c063a94910bdbe0d43e2f0f5b2/view
Yes,,2025-07-05,auto15,,Solicitation,S208,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=48d01de0286d41288ecb984a52c7118e,014.1443.140P30,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.NCR REGIONAL CONTRACTING(30000)","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=48d01de0286d41288ecb984a52c7118e&limit=1'}]",561730,['561730'],48d01de0286d41288ecb984a52c7118e,WASHINGTON,USA,DC,20242,OFFICE,,,,,,,,,,,"[{'fax': None, 'type': 'primary', 'email': 'kerry_kirby@nps.gov', 'phone': '0000000000', 'title': None, 'fullName': 'Kirby, Kerry'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/03064e03878e4220a80379c4fe9c3717/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/03afc165722a4be8946ff3d643186959/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1625eb020ef94251924005a40a4acabc/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/25aff6698fa54fd3bd04d480b564d4c5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/32a15cfbd91b4012b4fdc70c359bf12c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/34378a05987f48fd8f6d6291cd432f95/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3f09fcc3e32e4760a05f703a1533a102/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/41f7644dcf3c4f969cedea1505a54d23/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5d985666e266485898efc98352998112/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7f408935ad8e4c8eae3447d41cac0b9c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/85df18c50d1d4dabbd14f9852787b796/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8b96d4057bdc4e37bdeacbd2d917013e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8db10f23d1e74a558a5924d396b163bf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9fcd21335b03481a9f57d6f5cca42052/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a8f8ad49baab41de9d44deaa86cf71da/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bb9cb09c533d457c96305f1a8009236b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cbcbf8acd55d49f1bbc6a94ddeeb7feb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cd7410cb89e949e1a7971b402184d052/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d0df0d21b42f4d1288da77859cf549ba/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d23c35761be240b3afaab1d5524b87bc/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/edbc80ad5acd4b8684edc5c51f6ecbb4/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f0ed67942a44483d96a95d8e472e49b1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f540d7973d3f41f880bc08a9ed2fcfed/download']",2025-06-20T14:00:00-04:00,140P3025R0005,S--ROCR FY25 GROUNDS MAINTENANCE SERVICES IDIQ,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/48d01de0286d41288ecb984a52c7118e/view
Yes,,2025-12-23,autocustom,,Solicitation,9320,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=42a71cad26d242dc9a73a1a5ae05cce0,021.2100.AMC.ACC.ACC-CTRS.ACC RI.W519TC,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC RI.W6QK ACC-RI,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=42a71cad26d242dc9a73a1a5ae05cce0&limit=1'}]",326291,['326291'],42a71cad26d242dc9a73a1a5ae05cce0,ROCK ISLAND,USA,IL,61299-0000,OFFICE,,65078,Rock Island,USA,UNITED STATES,IL,Illinois,,,,"[{'fax': None, 'type': 'primary', 'email': 'keegan.t.quinby.civ@army.mil', 'phone': None, 'title': None, 'fullName': 'Keegan Quinby'}, {'fax': '', 'type': 'secondary', 'email': 'nathanial.s.tutor.civ@army.mil', 'phone': '5206931285', 'title': None, 'fullName': 'Nathanial S. Tutor'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/75948b83f6c34186b06232770f34efdb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c6b25d53a41542f38703dd7145496363/download']",2025-06-23T10:00:00-05:00,W519TC-25-Q-A018,M1207 Double Sided Tape,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/42a71cad26d242dc9a73a1a5ae05cce0/view
Yes,,2025-07-08,auto15,,Solicitation,N045,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=427cc6d5cb6b4899bc4457863158e2df,014.1443.140P97,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.ALASKA REGIONAL OFFICE(97000)","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=427cc6d5cb6b4899bc4457863158e2df&limit=1'}]",238220,['238220'],427cc6d5cb6b4899bc4457863158e2df,ANCHORAGE,USA,AK,99501,OFFICE,,,,,,,,,,,"[{'fax': None, 'type': 'primary', 'email': 'ronald_bunch@nps.gov', 'phone': '9072017719', 'title': None, 'fullName': 'Bunch, Ronald'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/148e93403a634db7a2a0fb8ef982a51c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/581fde6c4e6549918e47fc0860bd0bdf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6517d98b8f124bb1bd32387eb66eedbd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7dd63c2503b24f7083e81e5e7cd439f8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8b0cf3887d284e43bee03b4b7a163aed/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/915816d85e714aab8a95f1b37cb0a479/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bea2ef3a143a455f872b19864b762886/download']",2025-06-23T17:00:00-04:00,140P9725Q0051,N--REPLACE 3 FURNACES - KLONDIKE GOLD RUSH AK,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/427cc6d5cb6b4899bc4457863158e2df/view
Yes,,2025-07-12,auto15,,Solicitation,S214,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=4226fa85ea504df9ae3d44fca7509204,021.2100.AMC.ACC.MICC.FDO EUSTIS.W911S7,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.FDO EUSTIS.W6QM MICC-FT LEONARD WOOD,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=4226fa85ea504df9ae3d44fca7509204&limit=1'}]",238330,['238330'],4226fa85ea504df9ae3d44fca7509204,FORT LEONARD WOOD,USA,MO,65473-0140,OFFICE,,25264,Fort Leonard Wood,USA,UNITED STATES,MO,Missouri,,,65473,"[{'fax': '', 'type': 'primary', 'email': 'zackery.m.zakhireh.civ@army.mil', 'phone': '', 'title': None, 'fullName': 'Zackery Zakhireh'}, {'fax': '', 'type': 'secondary', 'email': 'chloe.e.williams.civ@army.mil', 'phone': '', 'title': None, 'fullName': 'Chloe Williams'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3dd9d025b02c4e62a55b35b0b29050d2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/70d1e387643c4106a3727c23129fc4cf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7f304849e164411387007cd8d64764bc/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b54cede53c264bd0b0e06cb68be00760/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bfa21dc5bd854da18e5fd9b97b502d27/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c89173429b964942a6e56baac033be18/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ccf5fd7a720a431bb0ce71d3fed2abf1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ebda822bdb4544b18da118bb8a43ed48/download']",2025-06-27T16:00:00-05:00,W911S725RA0007,Solicitation - Carpet and Flooring Requirements Contract,Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/4226fa85ea504df9ae3d44fca7509204/view
Yes,,2025-12-31,autocustom,,Solicitation,Z2QA,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=39c6bdb347464ed7800d691ca9ae66cd,057.5700.AFMC.AFSC.FA8137,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE SUSTAINMENT CENTER.FA8137  AFSC PZIOC,"[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=39c6bdb347464ed7800d691ca9ae66cd&limit=1'}]",236220,['236220'],39c6bdb347464ed7800d691ca9ae66cd,TINKER AFB,USA,OK,73145-9125,OFFICE,,0,S Coffeyville,USA,UNITED STATES,OK,Oklahoma,,,73145,"[{'fax': '', 'type': 'primary', 'email': 'stephen.palmer@us.af.mil', 'phone': '4057394182', 'title': None, 'fullName': 'Stephen Palmer'}, {'fax': '', 'type': 'secondary', 'email': 'damian.elford@us.af.mil', 'phone': '4053393513', 'title': None, 'fullName': 'Damian Elford'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0fd4fd3136f64874bee127a38d69b739/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2f1e4bcc64ad4db3a9ac11b4df0c68cd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/95423e15fdce4560867b75eaee56b10f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b038e09c47e7422abd16e4de156e3c75/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cbad997aa794499aa84068b899553a1c/download']",2025-07-17T13:30:00-05:00,FA813725R0035,"TINKER AFB MAC BOA WWYK190068 REPAIR FIRE SUPPRESSION SYSTEM, B2280",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/39c6bdb347464ed7800d691ca9ae66cd/view
Yes,,2025-07-03,auto15,,Solicitation,Z2DB,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=39048b0fcd4a472395ef05f821af37fe,012.12H2.1232SA,"AGRICULTURE, DEPARTMENT OF.AGRICULTURAL RESEARCH SERVICE.USDA ARS AFM APD","[{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=39048b0fcd4a472395ef05f821af37fe&limit=1'}]",238160,['238160'],39048b0fcd4a472395ef05f821af37fe,BELTSVILLE,USA,MD,20705,OFFICE,,70720,Stoneville,USA,UNITED STATES,MS,Mississippi,,,,"[{'fax': '', 'type': 'primary', 'email': 'osvaldo.rodriguez@usda.gov', 'phone': '', 'title': None, 'fullName': 'Osvaldo Rodriguez'}]",2025-06-13,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/08b9d3aad01c468f9078d6de5e939df2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/158dd0e65dfa435fa8b10614348635bf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6350e8bd71994fbf88941a3e05d5fb46/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7fed8fd499114ab8ab420a650776c459/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/94717cbfbf274b05964f3922fd93d7d9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bc46f5c5d4c9427abf61e2147f809916/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/eecd9c41be814571b74cc255a437d982/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fb0c694bdf654982a3897105c8e2dfc8/download']",2025-06-18T10:00:00-04:00,1232SA25Q0101,"Bldg. 3 Roof Replacement, Stoneville, MS",Solicitation,SBA,Total Small Business Set-Aside (FAR 19.5),https://sam.gov/opp/39048b0fcd4a472395ef05f821af37fe/view
